X,Filing Date,Trade Date,Ticker,Company Name,Insider Name,Title,Trade Type  ,Price,Qty,Owned,ΔOwn,Value,1d,1w,1m,6m,
,12/27/23 16:57,12/26/23,UDR,"Udr, Inc.",Toomey Thomas W,"COB, CEO",S - Sale,$37.90 ,"-45,000","939,716",-5%,"($1,705,500)",,,,,
,12/27/23 13:22,12/26/23,MDV,"Modiv Industrial, Inc.",Nolan Thomas H Jr,Dir,P - Purchase,$14.51 ,123,"18,765",1%,"$1,780 ",,,,,
,12/27/23 13:22,12/26/23,MDV,"Modiv Industrial, Inc.",Halfacre Aaron Scott,CEO,P - Purchase,$14.56 ,206,"32,512",1%,"$2,997 ",,,,,
,12/27/23 13:22,12/26/23,MDV,"Modiv Industrial, Inc.",Smith Kimberly J,Dir,P - Purchase,$14.51 ,44,"6,782",1%,$643 ,,,,,
,12/27/23 13:20,12/26/23,TPL,Texas Pacific Land Corp,Stahl Murray,Dir,P - Purchase,"$1,638.51 ",12,"362,153",0%,"$19,662 ",,,,,
,12/27/23 12:30,12/26/23,CBL,Cbl & Associates Properties Inc,Cobb Andrew Franklin,EVP-Accounting,S - Sale,$24.67 ,-8,"34,193",0%,($197),,,,,
,12/26/23 18:03,12/22/23,RLJ,Rlj Lodging Trust,Collins Arthur Reginald,Dir,S - Sale,$11.92 ,"-25,000","30,758",-45%,"($298,000)",,,,,
M,12/26/23 16:25,12/21/23,VNO,Vornado Realty Trust,Fascitelli Michael D,Dir,S - Sale,$29.54 ,"-600,000","1,145,369",-34%,"($17,723,457)",,,,,
,12/26/23 16:05,12/22/23,WINV,Winvest Acquisition Corp.,Leblanc Jeff,10%,P - Purchase,$0.01 ,"28,000","2,565,424",1%,$280 ,,,,,
,12/26/23 16:05,12/22/23,WINV,Winvest Acquisition Corp.,Zesiger Barrie R.,Dir,S - Sale,$0.01 ,"-28,000",0,-100%,($280),,,,,
,12/26/23 16:01,12/26/23,EPR,Epr Properties,Mater Tonya L.,"SVP, CAO",S - Sale,$48.50 ,"-1,500","41,223",-4%,"($72,750)",,,,,
,12/26/23 14:36,12/22/23,EPR,Epr Properties,Brown Peter C,Dir,S - Sale,$48.68 ,"-2,500","18,094",-12%,"($121,700)",,,,,
,12/26/23 11:06,12/22/23,TPL,Texas Pacific Land Corp,Stahl Murray,Dir,P - Purchase,"$1,615.80 ",12,"362,141",0%,"$19,390 ",,,,,
DM,12/22/23 20:25,12/20/23,WHLR,"Wheeler Real Estate Investment Trust, Inc.",Stilwell Joseph,"Dir, 10%",P - Purchase,$0.28 ,"519,238","5,691,878",10%,"$147,891 ",,,,,
,12/22/23 18:36,12/22/23,HST,"Host Hotels & Resorts, Inc.",Tyrrell Nathan S,"EVP, Investments",S - Sale,$19.78 ,"-14,193","441,440",-3%,"($280,738)",,,,,
D,12/22/23 16:55,12/22/23,HST,"Host Hotels & Resorts, Inc.",Risoleo James F,"Pres, CEO",S - Sale+OE,$19.84 ,"-11,668","1,758,686",-1%,"($231,463)",,,,,
,12/22/23 16:55,12/22/23,HST,"Host Hotels & Resorts, Inc.",Ghosh Sourav,"EVP, CFO",S - Sale,$19.82 ,"-12,000","171,801",-7%,"($237,887)",,,,,
,12/22/23 16:37,12/22/23,LTC,Ltc Properties Inc,Hendrickson Boyd W,Dir,S - Sale,$32.68 ,"-7,500","21,816",-26%,"($245,100)",,,,,
M,12/22/23 16:05,12/20/23,ADC,Agree Realty Corp,Rakolta John Jr,Dir,P - Purchase,$62.44 ,"13,335","381,500",4%,"$832,627 ",,,,,
,12/22/23 16:04,12/22/23,NLCP,"Newlake Capital Partners, Inc.",Weinstein David L.,Dir,S - Sale,$16.00 ,"-3,000","135,197",-2%,"($48,000)",,,,,
,12/22/23 13:38,12/21/23,TPL,Texas Pacific Land Corp,Stahl Murray,Dir,P - Purchase,"$1,618.02 ",12,"362,129",0%,"$19,416 ",,,,,
,12/22/23 11:00,12/22/23,QOMO,Qomolangma Acquisition Corp.,Wolverine Asset Management LLC,Former 10% owner,S - Sale,$10.88 ,"-216,312",0,-100%,"($2,353,475)",,,,,
,12/22/23 9:30,12/20/23,TURN,180 Degree Capital Corp. /ny/,Rendino Kevin,"COB, CEO",P - Purchase,$3.90 ,"10,000","708,239",1%,"$39,000 ",,,,,
,12/22/23 9:29,12/20/23,TURN,180 Degree Capital Corp. /ny/,Wolfe Daniel B,Pres,P - Purchase,$3.89 ,"3,000","236,500",1%,"$11,665 ",,,,,
M,12/22/23 7:59,12/20/23,OCAX,Oca Acquisition Corp.,"Owl Creek Asset Management, L.P.",10%,S - Sale,$10.79 ,"-495,309","104,691",-83%,"($5,346,634)",,,,,
,12/22/23 6:25,12/19/23,IHT,Innsuites Hospitality Trust,Wirth James F,"Pres, CEO, 10%",P - Purchase,"$2,809.35 ","2,000","5,946,284",0%,"$5,618,700 ",,,,,
D,12/21/23 19:54,12/20/23,WY,Weyerhaeuser Co,Stockfish Devin W,"Pres, CEO",S - Sale+OE,$34.54 ,"-29,008","712,866",-4%,"($1,001,952)",,,,,
,12/21/23 19:43,12/21/23,STAG,"Stag Industrial, Inc.",Paul Jaclyn,Chief Accounting Officer,S - Sale,$38.57 ,"-12,900","10,916",-54%,"($497,553)",,,,,
D,12/21/23 19:40,12/20/23,STAG,"Stag Industrial, Inc.",Sullivan Jeffrey M,"EVP, GC, Secretary",S - Sale+OE,$38.84 ,"-19,650",0,-100%,"($763,216)",,,,,
D,12/21/23 19:38,12/20/23,STAG,"Stag Industrial, Inc.",Crooker William R,"CEO, Pres",S - Sale+OE,$38.84 ,"-25,000",0,-100%,"($970,983)",,,,,
D,12/21/23 19:36,12/20/23,STAG,"Stag Industrial, Inc.",Butcher Benjamin S,Dir,S - Sale+OE,$38.84 ,"-25,000","7,522",-77%,"($970,908)",,,,,
M,12/21/23 19:15,12/20/23,PLD,"Prologis, Inc.",Connor James B.,Dir,S - Sale,$132.72 ,"-124,750","4,286",-97%,"($16,556,727)",,,,,
,12/21/23 17:43,12/21/23,KRC,Kilroy Realty Corp,Roth Heidi Rena,See Remarks,S - Sale,$40.61 ,"-5,081","53,046",-9%,"($206,360)",,,,,
,12/21/23 16:35,12/15/23,HR,Healthcare Realty Trust Inc,Wilson Julie F.,EVP - Operations,S - Sale,$17.30 ,"-4,100","116,233",-3%,"($70,930)",,,,,
,12/21/23 14:12,12/20/23,TPL,Texas Pacific Land Corp,Stahl Murray,Dir,P - Purchase,"$1,613.69 ",12,"362,117",0%,"$19,364 ",,,,,
,12/20/23 20:59,12/18/23,O,Realty Income Corp,Chapman A. Larry,Dir,S - Sale,$56.98 ,"-3,500","11,257",-24%,"($199,436)",,,,,
,12/20/23 17:41,12/20/23,CDP,Copt Defense Properties,Trimberger Lisa G,Dir,S - Sale,$25.48 ,"-7,357","19,863",-27%,"($187,444)",,,,,
,12/20/23 17:34,12/18/23,PRLH,Pearl Holdings Acquisition Corp,Mangrove Partners,10%,S - Sale,$10.70 ,-842,"249,158",0%,"($9,009)",,,,,
D,12/20/23 16:44,12/19/23,GIPR,"Generation Income Properties, Inc.",Quilty Patrick,Dir,P - Purchase,$3.96 ,500,"23,446",2%,"$1,980 ",,,,,
,12/20/23 16:09,12/20/23,ORC,"Orchid Island Capital, Inc.",Haas G Hunter IV,CFO,S - Sale,$8.60 ,"-2,194","52,450",-4%,"($18,878)",,,,,
,12/20/23 16:09,12/20/23,ORC,"Orchid Island Capital, Inc.",Haas G Hunter IV,CFO,P - Purchase,$8.61 ,"2,194","52,450",4%,"$18,879 ",,,,,
,12/20/23 15:35,12/19/23,HR,Healthcare Realty Trust Inc,Hull Robert E,EVP - Investments,S - Sale,$17.01 ,"-25,394","169,257",-13%,"($431,952)",,,,,
,12/20/23 14:47,12/19/23,RHP,"Ryman Hospitality Properties, Inc.",Chaffin Patrick S,"EVP, COO",S - Sale,$109.63 ,"-1,380","33,807",-4%,"($151,287)",,,,,
,12/20/23 12:16,12/19/23,TPL,Texas Pacific Land Corp,Stahl Murray,Dir,P - Purchase,"$1,627.37 ",12,"362,105",0%,"$19,528 ",,,,,
,12/20/23 12:12,12/20/23,ABQQ,Ab International Group Corp.,Deng Chiyuan,"CEO, 10%",P - Purchase,$0.00 ,"7,540,000","442,852,733",2%,"$15,080 ",,,,,
DM,12/19/23 19:34,12/18/23,DLB,"Dolby Laboratories, Inc.",Sherman Mark Andrew,"EVP, Gen. Counsel, Secretary",S - Sale+OE,$86.16 ,"-10,519","58,325",-15%,"($906,309)",,,,,
,12/19/23 18:00,12/19/23,KRC,Kilroy Realty Corp,Osmond John,"EVP, Head of Asset Management",S - Sale,$40.85 ,"-3,594","9,937",-27%,"($146,816)",,,,,
,12/19/23 17:04,12/18/23,BMNM,"Bimini Capital Management, Inc.",Dwyer Robert J,"Dir, 10%",P - Purchase,$0.90 ,"4,400","1,295,893",0%,"$3,960 ",,,,,
,12/19/23 16:29,12/18/23,HST,"Host Hotels & Resorts, Inc.",Tyrrell Nathan S,"EVP, Investments",S - Sale,$19.17 ,"-10,214","455,633",-2%,"($195,765)",,,,,
,12/19/23 16:21,12/15/23,ARE,"Alexandria Real Estate Equities, Inc.",Cain James P,Dir,S - Sale,$131.05 ,-660,"5,620",-11%,"($86,493)",,,,,
M,12/19/23 16:15,12/19/23,SAFE,Safehold Inc.,Nydick Jay S,Dir,S - Sale,$23.01 ,"-18,546","51,942",-26%,"($426,755)",,,,,
,12/19/23 16:11,12/19/23,CDP,Copt Defense Properties,Snider Britt A.,"EVP, COO",P - Purchase,$25.11 ,"1,000","1,000",New,"$25,110 ",,,,,
D,12/19/23 16:10,12/15/23,EQR,Equity Residential,Neithercut David J,Chairman of the Board,S - Sale+OE,$60.94 ,"-36,564","62,730",-37%,"($2,228,210)",,,,,
,12/19/23 14:32,12/18/23,TPL,Texas Pacific Land Corp,Stahl Murray,Dir,P - Purchase,"$1,602.37 ",11,"362,093",0%,"$17,626 ",,,,,
A,12/19/23 12:36,12/15/23,TPL,Texas Pacific Land Corp,Stahl Murray,Dir,P - Purchase,"$1,597.23 ",12,"362,082",0%,"$19,167 ",,,,,
,12/18/23 19:59,12/18/23,MDV,"Modiv Industrial, Inc.",Pacini Raymond J,CFO,P - Purchase,$14.75 ,700,"5,533",14%,"$10,325 ",,,,,
,12/18/23 18:27,12/14/23,EXR,Extra Space Storage Inc.,Saffire Joseph,Dir,S - Sale,$154.10 ,"-25,000","42,344",-37%,"($3,852,500)",,,,,
,12/18/23 18:09,12/14/23,PMT,Pennymac Mortgage Investment Trust,Carnahan Scott W.,Dir,S - Sale,$15.40 ,"-35,000","83,410",-30%,"($539,000)",,,,,
,12/18/23 17:58,12/13/23,AMH,American Homes 4 Rent,Corrigan Jack E,Dir,P - Purchase,$24.31 ,"2,000","2,000",New,"$48,620 ",,,,,
,12/18/23 16:49,12/14/23,REG,Regency Centers Corp,Stein Martin E Jr,Exec COB,S - Sale,$68.00 ,"-25,000","825,745",-3%,"($1,700,000)",,,,,
,12/18/23 16:09,12/14/23,KRG,Kite Realty Group Trust,Grimes Steven P,Dir,S - Sale,$23.70 ,"-21,500","763,314",-3%,"($509,550)",,,,,
D,12/18/23 13:06,12/15/23,UMH,"Umh Properties, Inc.",Quigley Kenneth K Jr,Dir,P - Purchase,$14.50 ,69,"26,362",0%,"$1,000 ",,,,,
,12/18/23 12:43,12/15/23,TPL,Texas Pacific Land Corp,Stahl Murray,Dir,P - Purchase,"$1,597.23 ",12,"362,082",0%,"$19,167 ",,,,,
,12/18/23 6:30,12/15/23,ADC,Agree Realty Corp,Lehmkuhl Greg,Dir,P - Purchase,$61.17 ,"1,700","17,717",11%,"$103,989 ",,,,,
,12/15/23 19:05,12/14/23,CCI,Crown Castle Inc.,Collins Robert Sean,"VP, Controller",S - Sale,$114.16 ,"-1,500","10,529",-12%,"($171,240)",,,,,
D,12/15/23 18:30,12/14/23,SBAC,Sba Communications Corp,Silberstein Jason V,EVP - Site Leasing,S - Sale+OE,$255.44 ,"-16,465","29,908",-36%,"($4,205,886)",,,,,
D,12/15/23 18:30,12/13/23,SBAC,Sba Communications Corp,Lazarus Brian D,"SVP, Chief Accounting Officer",S - Sale+OE,$249.35 ,"-20,605","27,255",-43%,"($5,137,906)",,,,,
,12/15/23 17:47,12/14/23,WPC,W. P. Carey Inc.,Zander Brian H,Chief Accounting Officer,S - Sale,$65.26 ,-200,"4,224",-5%,"($13,052)",,,,,
,12/15/23 16:51,12/13/23,BRX,Brixmor Property Group Inc.,Finnegan Brian T,See Remarks,S - Sale,$23.00 ,"-7,500","186,873",-4%,"($172,500)",,,,,
,12/15/23 16:50,12/14/23,BRX,Brixmor Property Group Inc.,Aman Angela M,"Pres, CFO, Treasurer",S - Sale,$24.00 ,"-10,000","152,054",-6%,"($240,000)",,,,,
,12/15/23 16:43,12/13/23,ARE,"Alexandria Real Estate Equities, Inc.",Ryan Daniel J,"Co-Pres, RMD",S - Sale,$118.07 ,"-10,000","166,308",-6%,"($1,180,700)",,,,,
,12/15/23 16:40,12/13/23,ARE,"Alexandria Real Estate Equities, Inc.",Fukuzaki-Carlson Kristina,EVP - Business Operations,S - Sale,$117.03 ,"-2,500","30,070",-8%,"($292,575)",,,,,
M,12/15/23 16:30,12/13/23,VNO,Vornado Realty Trust,Wight Russell B Jr,Dir,S - Sale,$29.24 ,"-30,000","2,321,154",-1%,"($877,190)",,,,,
M,12/15/23 16:10,12/13/23,EPRT,"Essential Properties Realty Trust, Inc.",Mavoides Peter M.,"Pres, CEO",S - Sale,$25.72 ,"-39,158","437,618",-8%,"($1,007,038)",,,,,
,12/15/23 16:06,12/14/23,JBGS,Jbg Smith Properties,Valdes Angela,Chief Accounting Officer,S - Sale,$17.85 ,"-2,000","10,098",-17%,"($35,700)",,,,,
,12/15/23 16:05,12/13/23,JBGS,Jbg Smith Properties,Museles Steven A,"GC, Corp. Secy",S - Sale,$16.49 ,"-10,000","5,822",-63%,"($164,900)",,,,,
,12/15/23 16:05,12/13/23,JBGS,Jbg Smith Properties,Reynolds Kevin,Chief Development Officer,S - Sale,$16.27 ,"-16,000",9,-100%,"($260,320)",,,,,
,12/15/23 11:33,12/14/23,ABQQ,Ab International Group Corp.,Deng Chiyuan,"CEO, 10%",P - Purchase,$0.00 ,"43,000,000","435,312,733",11%,"$68,800 ",,,,,
,12/15/23 11:01,12/14/23,TPL,Texas Pacific Land Corp,Horizon Kinetics Asset Management LLC,10%,P - Purchase,"$1,603.95 ",3,"198,456",0%,"$4,812 ",,,,,
,12/15/23 10:57,12/13/23,PSA,Public Storage,Vitan Nathaniel A.,GC,S - Sale,$282.17 ,-265,"13,021",-2%,"($74,775)",,,,,
D,12/14/23 17:58,12/12/23,DLB,"Dolby Laboratories, Inc.",Yeaman Kevin J,"Pres, CEO",S - Sale+OE,$89.17 ,"-18,060","171,436",-10%,"($1,610,435)",,,,,
M,12/14/23 17:08,12/12/23,EXR,Extra Space Storage Inc.,Saffire Joseph,Dir,S - Sale,$141.52 ,"-25,000","67,344",-27%,"($3,537,900)",,,,,
DM,12/14/23 17:03,12/12/23,IRM,Iron Mountain Inc,Meaney William L,"Pres, CEO",S - Sale+OE,$66.32 ,"-21,014","295,650",-7%,"($1,393,543)",,,,,
,12/14/23 16:28,12/13/23,NNN,"Nnn Reit, Inc.",Tessitore Christopher Paul,EVP,S - Sale,$41.68 ,"-38,056","140,539",-21%,"($1,586,277)",,,,,
,12/14/23 12:06,12/13/23,CDP,Copt Defense Properties,Kesler Steven D,Dir,S - Sale,$25.44 ,"-1,719","41,313",-4%,"($43,731)",,,,,
,12/14/23 11:43,12/13/23,TPL,Texas Pacific Land Corp,Horizon Kinetics Asset Management LLC,10%,P - Purchase,"$1,574.41 ",3,"198,453",0%,"$4,723 ",,,,,
,12/14/23 9:11,12/13/23,DEA,"Easterly Government Properties, Inc.",Crate Darrell W,COB,P - Purchase,$13.14 ,"8,000","92,174",10%,"$105,120 ",,,,,
,12/13/23 16:54,12/12/23,MDRR,"Medalist Diversified Reit, Inc.",Neuman Emanuel D,Dir,P - Purchase,$5.34 ,"1,167","18,623",7%,"$6,227 ",,,,,
,12/13/23 16:43,12/13/23,BMNM,"Bimini Capital Management, Inc.",Cauley Robert E,"CEO, 10%",P - Purchase,$0.98 ,"10,876","1,308,567",1%,"$10,612 ",,,,,
,12/13/23 16:14,12/12/23,MDRR,"Medalist Diversified Reit, Inc.",Ore Benjamin,CONTROLLER,P - Purchase,$23.46 ,470,470,New,"$11,025 ",,,,,
,12/13/23 16:04,12/11/23,NSA,National Storage Affiliates Trust,Nordhagen Arlen Dale,Vice Chairperson,P - Purchase,$36.50 ,"6,500","4,019,626",0%,"$237,250 ",,,,,
,12/13/23 11:16,12/12/23,TPL,Texas Pacific Land Corp,Horizon Kinetics Asset Management LLC,10%,P - Purchase,"$1,545.71 ",3,"198,450",0%,"$4,637 ",,,,,
,12/13/23 9:17,12/11/23,TURN,180 Degree Capital Corp. /ny/,Rendino Kevin,"COB, CEO",P - Purchase,$3.80 ,"10,000","698,239",1%,"$38,000 ",,,,,
,12/13/23 8:56,12/11/23,TURN,180 Degree Capital Corp. /ny/,Wolfe Daniel B,Pres,P - Purchase,$3.90 ,"2,000","233,500",1%,"$7,800 ",,,,,
,12/13/23 6:30,12/11/23,ADC,Agree Realty Corp,Agree Joey,"Pres, CEO",P - Purchase,$58.49 ,"1,300","555,953",0%,"$76,037 ",,,,,
D,12/12/23 20:25,12/12/23,PSA,Public Storage,Reyes John,Dir,S - Sale+OE,$272.97 ,"-53,275","174,192",-23%,"($14,542,560)",,,,,
,12/12/23 17:35,12/11/23,BXMT,"Blackstone Mortgage Trust, Inc.",Keenan Katharine A,"CEO, Pres",S - Sale,$21.23 ,"-2,274","144,572",-2%,"($48,267)",,,,,
,12/12/23 17:32,12/11/23,BXMT,"Blackstone Mortgage Trust, Inc.",Marone Anthony F. Jr,CFO,S - Sale,$21.23 ,-485,"49,103",-1%,"($10,295)",,,,,
,12/12/23 17:30,12/12/23,SAFE,Safehold Inc.,Josephs Robin,Dir,S - Sale,$21.43 ,"-1,150","117,800",-1%,"($24,639)",,,,,
,12/12/23 17:26,12/8/23,BMNM,"Bimini Capital Management, Inc.",Dwyer Robert J,"Dir, 10%",P - Purchase,$0.90 ,130,"1,291,493",0%,$117 ,,,,,
,12/12/23 16:30,12/8/23,VNO,Vornado Realty Trust,Wight Russell B Jr,Dir,S - Sale,$27.95 ,"-5,000","2,351,154",0%,"($139,768)",,,,,
,12/12/23 16:10,12/8/23,DOC,Physicians Realty Trust,Hall Amy M,"SVP-Leasing, Physician Strateg",S - Sale,$12.58 ,"-4,001","35,824",-10%,"($50,333)",,,,,
M,12/12/23 16:08,12/7/23,MDRR,"Medalist Diversified Reit, Inc.",Kavanaugh Frank,"CEO, Pres, 10%",P - Purchase,$23.45 ,"4,582","50,000",10%,"$107,470 ",,,,,
,12/12/23 15:05,12/11/23,RHP,"Ryman Hospitality Properties, Inc.",Reed Colin V,Exec. COB,P - Purchase,$105.82 ,"19,284","1,331,022",1%,"$2,040,633 ",,,,,
,12/12/23 11:35,12/11/23,ABQQ,Ab International Group Corp.,Deng Chiyuan,"CEO, 10%",P - Purchase,$0.00 ,"151,000,000","392,312,733",63%,"$151,000 ",,,,,
,12/12/23 11:14,12/11/23,TPL,Texas Pacific Land Corp,Horizon Kinetics Asset Management LLC,10%,P - Purchase,"$1,554.65 ",3,"198,447",0%,"$4,664 ",,,,,
D,12/12/23 10:15,12/11/23,PSA,Public Storage,Reyes John,Dir,S - Sale+OE,$275.98 ,"-50,000","174,192",-22%,"($13,798,989)",,,,,
,12/12/23 8:45,12/11/23,REFR,Research Frontiers Inc,Daigle Darryl,Dir,P - Purchase,$0.97 ,"7,750","450,245",2%,"$7,518 ",,,,,
,12/12/23 6:30,12/11/23,ADC,Agree Realty Corp,Agree Joey,"Pres, CEO",P - Purchase,$58.47 ,"1,350","554,653",0%,"$78,935 ",,,,,
M,12/11/23 19:36,12/8/23,MDRR,"Medalist Diversified Reit, Inc.",Neuman Emanuel D,Dir,P - Purchase,$5.25 ,564,"17,456",3%,"$2,961 ",,,,,
M,12/11/23 18:48,12/7/23,MDRR,"Medalist Diversified Reit, Inc.",Lunin David,Dir,P - Purchase,$5.25 ,"2,000","2,000",New,"$10,500 ",,,,,
,12/11/23 16:57,12/7/23,TURN,180 Degree Capital Corp. /ny/,Rendino Kevin,"COB, CEO",P - Purchase,$3.88 ,"4,313","688,239",1%,"$16,734 ",,,,,
D,12/11/23 16:15,12/7/23,EQR,Equity Residential,Neithercut David J,Chairman of the Board,S - Sale+OE,$58.18 ,"-25,000","62,730",-28%,"($1,454,500)",,,,,
M,12/11/23 16:01,12/7/23,HHH,Howard Hughes Holdings Inc.,"Pershing Square Capital Management, L.P.","Dir, 10%",P - Purchase,$74.86 ,"10,025","18,852,064",0%,"$750,513 ",,,,,
,12/11/23 11:38,12/8/23,TPL,Texas Pacific Land Corp,Horizon Kinetics Asset Management LLC,10%,P - Purchase,"$1,546.12 ",3,"198,444",0%,"$4,638 ",,,,,
,12/8/23 17:42,12/6/23,DEI,Douglas Emmett Inc,Simon William E Jr,Dir,S - Sale,$13.95 ,"-91,000",0,-100%,"($1,269,141)",,,,,
,12/8/23 17:33,12/6/23,BXMT,"Blackstone Mortgage Trust, Inc.",Marone Anthony F. Jr,CFO,S - Sale,$22.53 ,-400,"49,588",-1%,"($9,010)",,,,,
,12/8/23 17:31,12/6/23,BXMT,"Blackstone Mortgage Trust, Inc.",Keenan Katharine A,"CEO, Pres",S - Sale,$22.54 ,"-1,159","146,846",-1%,"($26,118)",,,,,
,12/8/23 16:35,12/7/23,BRT,Brt Apartments Corp.,Zweier George,VP - CFO,S - Sale,$0.00 ,"-7,000","112,240",-6%,$0 ,,,,,
M,12/8/23 16:30,12/6/23,VNO,Vornado Realty Trust,Wight Russell B Jr,Dir,S - Sale,$27.83 ,"-64,595","2,356,154",-3%,"($1,797,485)",,,,,
,12/8/23 16:29,12/7/23,EQIX,Equinix Inc,Hromadko Gary,Dir,S - Sale,$811.68 ,"-1,902","141,694",-1%,"($1,543,807)",,,,,
,12/8/23 16:15,11/21/23,LFT,"Lument Finance Trust, Inc.",Houlihan William A,Dir,P - Purchase,$2.10 ,"3,000","186,732",2%,"$6,300 ",,,,,
,12/8/23 12:43,12/6/23,EPR,Epr Properties,Trimberger Lisa G,Dir,S - Sale,$46.39 ,"-5,933",0,-100%,"($275,227)",,,,,
,12/8/23 11:43,12/7/23,TPL,Texas Pacific Land Corp,Horizon Kinetics Asset Management LLC,10%,P - Purchase,"$1,516.52 ",3,"198,441",0%,"$4,550 ",,,,,
M,12/7/23 20:40,12/6/23,MDRR,"Medalist Diversified Reit, Inc.",Neuman Emanuel D,Dir,P - Purchase,$5.23 ,558,"16,892",3%,"$2,919 ",,,,,
DM,12/7/23 18:30,12/6/23,SBAC,Sba Communications Corp,Bernstein Steven E,Chairman,S - Sale+OE,$250.62 ,"-53,376","59,217",-47%,"($13,376,977)",,,,,
,12/7/23 17:39,12/6/23,EGP,Eastgroup Properties Inc,Coleman John F,EVP,S - Sale,$173.05 ,"-1,000","90,305",-1%,"($173,052)",,,,,
M,12/7/23 16:45,12/6/23,BMNM,"Bimini Capital Management, Inc.",Dwyer Robert J,"Dir, 10%",P - Purchase,$0.90 ,383,"1,291,363",0%,$345 ,,,,,
M,12/7/23 16:23,12/5/23,EPRT,"Essential Properties Realty Trust, Inc.",Mavoides Peter M.,"Pres, CEO",S - Sale,$25.02 ,-700,"476,776",0%,"($17,516)",,,,,
,12/7/23 16:21,12/5/23,AKR,Acadia Realty Trust,Crocker Douglas II,Dir,S - Sale,$15.87 ,"-28,250","84,147",-25%,"($448,328)",,,,,
,12/7/23 16:09,12/6/23,COLD,Americold Realty Trust,Novosel Thomas C,See Remarks,S - Sale,$28.36 ,"-6,000","4,616",-57%,"($170,160)",,,,,
,12/7/23 16:06,12/6/23,HHH,Howard Hughes Holdings Inc.,Winick Zachary,"CO-Pres, NEW YORK REGION",S - Sale,$75.70 ,-400,"13,859",-3%,"($30,280)",,,,,
,12/7/23 16:04,12/5/23,NSA,National Storage Affiliates Trust,Nordhagen Arlen Dale,Vice Chairperson,P - Purchase,$35.92 ,"10,000","4,021,226",0%,"$359,200 ",,,,,
,12/7/23 11:11,12/6/23,TPL,Texas Pacific Land Corp,Horizon Kinetics Asset Management LLC,10%,P - Purchase,"$1,485.68 ",3,"198,438",0%,"$4,457 ",,,,,
M,12/7/23 8:41,12/5/23,TURN,180 Degree Capital Corp. /ny/,Rendino Kevin,"COB, CEO",P - Purchase,$3.88 ,"2,830","683,926",0%,"$10,988 ",,,,,
,12/7/23 6:28,12/5/23,ROCL,Roth Ch Acquisition V Co.,Polar Asset Management Partners Inc.,10%,S - Sale,$10.67 ,"-30,000","486,435",-6%,"($320,100)",,,,,
,12/6/23 17:26,12/5/23,ISPO,Inspirato Inc,Berman Scott D,Dir,P - Purchase,$4.25 ,244,"10,933",2%,"$1,037 ",,,,,
M,12/6/23 17:21,12/4/23,ISPO,Inspirato Inc,Kaiden Robert,CFO,P - Purchase,$4.25 ,261,"126,032",0%,"$1,109 ",,,,,
M,12/6/23 17:15,12/4/23,ISPO,Inspirato Inc,Handler Brent L,"Dir, 10%",P - Purchase,$4.25 ,259,"89,299",0%,"$1,100 ",,,,,
M,12/6/23 17:10,12/4/23,ISPO,Inspirato Inc,Handler Bradley A,Exec COB,P - Purchase,$4.25 ,259,"46,676",1%,"$1,100 ",,,,,
,12/6/23 17:10,12/5/23,IRM,Iron Mountain Inc,Marson Deborah,"EVP, GC, Sec.",S - Sale,$65.94 ,"-2,000","52,026",-4%,"($131,880)",,,,,
,12/6/23 16:42,12/4/23,ARE,"Alexandria Real Estate Equities, Inc.",Alsbrook Madeleine Thorp,EVP - Talent Management,S - Sale,$119.55 ,"-4,854","19,740",-20%,"($580,296)",,,,,
M,12/6/23 16:32,12/4/23,HHH,Howard Hughes Holdings Inc.,"Pershing Square Capital Management, L.P.","Dir, 10%",P - Purchase,$74.89 ,"6,736","18,842,039",0%,"$504,452 ",,,,,
,12/6/23 16:16,12/5/23,IDCC,"Interdigital, Inc.",Pankaj Rajesh,CTO,S - Sale,$101.68 ,-650,"57,137",-1%,"($66,092)",,,,,
,12/6/23 15:24,12/5/23,TPL,Texas Pacific Land Corp,Horizon Kinetics Asset Management LLC,10%,P - Purchase,"$1,487.80 ",3,"198,435",0%,"$4,463 ",,,,,
,12/5/23 19:18,12/1/23,ACR,Acres Commercial Realty Corp.,Eagle Point Credit Management LLC,10%,P - Purchase,$22.25 ,"7,370","2,903,278",0%,"$163,983 ",,,,,
D,12/5/23 17:49,12/1/23,KRG,Kite Realty Group Trust,Kite John A,"COB, CEO",S - Sale+OE,$21.91 ,"-60,000","106,219",-36%,"($1,314,600)",,,,,
M,12/5/23 17:22,12/4/23,FRT,Federal Realty Investment Trust,Wood Donald C,CEO,S - Sale,$98.75 ,"-20,345","189,259",-10%,"($2,008,972)",,,,,
M,12/5/23 16:38,12/1/23,EPRT,"Essential Properties Realty Trust, Inc.",Mavoides Peter M.,"Pres, CEO",S - Sale,$24.43 ,"-52,601","477,476",-10%,"($1,284,899)",,,,,
D,12/5/23 16:37,12/1/23,AFJK,"Aimei Health Technology Co., Ltd.",Aimei Investment Ltd,10%,P - Purchase,$10.00 ,"332,000","1,905,000",21%,"$3,320,000 ",,,,,
,12/5/23 16:10,12/5/23,REG,Regency Centers Corp,Roth Alan Todd,"EVP, E. Regional Pres",S - Sale,$64.58 ,"-3,869","13,250",-23%,"($249,875)",,,,,
